"Estado","Clave Estado","Municipio","Clave Municipio","Valor","Clasificacion"
"Guerrero",12,"Cocula",12017,0.692,"MEDIO"
"Guerrero",12,"Copala",12018,0.687,"MEDIO"
"Guerrero",12,"Copalillo",12019,0.575,"MEDIO"
"Guerrero",12,"Copanatoyac",12020,0.543,"BAJO"
"Guerrero",12,"Coyuca de Benítez",12021,0.7,"MEDIO"
"Guerrero",12,"Coyuca de Catalán",12022,0.672,"MEDIO"
"Guerrero",12,"Cuajinicuilapa",12023,0.683,"MEDIO"
"Guerrero",12,"Cualác",12024,0.637,"MEDIO"
"Guerrero",12,"Cuautepec",12025,0.654,"MEDIO"
"Guerrero",12,"Cuetzala del Progreso",12026,0.63,"MEDIO"
"Guerrero",12,"Cutzamala de Pinzón",12027,0.634,"MEDIO"
"Guerrero",12,"Chilapa de Álvarez",12028,0.663,"MEDIO"
"Guerrero",12,"Chilpancingo de los Bravo",12029,0.779,"ALTO"
"Guerrero",12,"Florencio Villarreal",12030,0.706,"ALTO"
"Guerrero",12,"General Canuto A. Neri",12031,0.615,"MEDIO"
"Guerrero",12,"General Heliodoro Castillo",12032,0.559,"MEDIO"
"Guerrero",12,"Huamuxtitlán",12033,0.675,"MEDIO"
"Guerrero",12,"Huitzuco de los Figueroa",12034,0.681,"MEDIO"
"Guerrero",12,"Iguala de la Independencia",12035,0.741,"ALTO"
"Guerrero",12,"Igualapa",12036,0.663,"MEDIO"
"Guerrero",12,"Ixcateopan de Cuauhtémoc",12037,0.672,"MEDIO"
"Guerrero",12,"Zihuatanejo de Azueta",12038,0.754,"ALTO"
"Guerrero",12,"Juan R. Escudero",12039,0.675,"MEDIO"
"Guerrero",12,"Leonardo Bravo",12040,0.646,"MEDIO"
"Guerrero",12,"Malinaltepec",12041,0.647,"MEDIO"
"Guerrero",12,"Mártir de Cuilapan",12042,0.612,"MEDIO"
"Guerrero",12,"Metlatónoc",12043,0.497,"BAJO"
"Guerrero",12,"Mochitlán",12044,0.693,"MEDIO"
"Guerrero",12,"Olinalá",12045,0.617,"MEDIO"
"Guerrero",12,"Ometepec",12046,0.668,"MEDIO"
"Guerrero",12,"Pedro Ascencio Alquisiras",12047,0.602,"MEDIO"
"Guerrero",12,"Petatlán",12048,0.688,"MEDIO"
"Guerrero",12,"Pilcaya",12049,0.687,"MEDIO"
"Guerrero",12,"Pungarabato",12050,0.703,"ALTO"
"Guerrero",12,"Quechultenango",12051,0.607,"MEDIO"
"Guerrero",12,"San Luis Acatlán",12052,0.651,"MEDIO"
"Guerrero",12,"San Marcos",12053,0.682,"MEDIO"
"Guerrero",12,"San Miguel Totolapan",12054,0.631,"MEDIO"
"Guerrero",12,"Taxco de Alarcón",12055,0.671,"MEDIO"
"Guerrero",12,"Tecoanapa",12056,0.67,"MEDIO"
"Guerrero",12,"Técpan de Galeana",12057,0.674,"MEDIO"
"Guerrero",12,"Teloloapan",12058,0.697,"MEDIO"
"Guerrero",12,"Tepecoacuilco de Trujano",12059,0.64,"MEDIO"
"Guerrero",12,"Tetipac",12060,0.644,"MEDIO"
"Guerrero",12,"Tixtla de Guerrero",12061,0.754,"ALTO"
"Guerrero",12,"Tlacoachistlahuaca",12062,0.607,"MEDIO"
"Guerrero",12,"Tlacoapa",12063,0.55,"BAJO"
"Guerrero",12,"Tlalchapa",12064,0.699,"MEDIO"
"Guerrero",12,"Tlalixtaquilla de Maldonado",12065,0.611,"MEDIO"
"Guerrero",12,"Tlapa de Comonfort",12066,0.679,"MEDIO"
"Guerrero",12,"Tlapehuala",12067,0.703,"ALTO"
"Guerrero",12,"La Unión de Isidoro Montes de Oca",12068,0.673,"MEDIO"
"Guerrero",12,"Xalpatláhuac",12069,0.58,"MEDIO"
"Guerrero",12,"Xochihuehuetlán",12070,0.65,"MEDIO"
"Guerrero",12,"Xochistlahuaca",12071,0.598,"MEDIO"
"Guerrero",12,"Zapotitlán Tablas",12072,0.566,"MEDIO"
"Guerrero",12,"Zirándaro",12073,0.619,"MEDIO"
"Guerrero",12,"Zitlala",12074,0.617,"MEDIO"
"Guerrero",12,"Eduardo Neri",12075,0.697,"MEDIO"
"Guerrero",12,"Acatepec",12076,0.6,"MEDIO"
"Guerrero",12,"Marquelia",12077,0.707,"ALTO"
"Guerrero",12,"Cochoapa el Grande",12078,0.445,"BAJO"
"Guerrero",12,"José JoaquÍn de Herrera",12079,0.568,"MEDIO"
"Guerrero",12,"Juchitán",12080,0.67,"MEDIO"
"Guerrero",12,"Iliatenco",12081,0.672,"MEDIO"
"Hidalgo",13,"Acatlán",13001,0.682,"MEDIO"
"Hidalgo",13,"Acaxochitlán",13002,0.628,"MEDIO"
"Hidalgo",13,"Actopan",13003,0.772,"ALTO"
"Hidalgo",13,"Agua Blanca de Iturbide",13004,0.687,"MEDIO"
"Hidalgo",13,"Ajacuba",13005,0.737,"ALTO"
"Hidalgo",13,"Alfajayucan",13006,0.73,"ALTO"
"Hidalgo",13,"Almoloya",13007,0.731,"ALTO"
"Hidalgo",13,"Apan",13008,0.767,"ALTO"
"Hidalgo",13,"El Arenal",13009,0.74,"ALTO"
"Hidalgo",13,"Atitalaquia",13010,0.8,"ALTO"
"Hidalgo",13,"Atlapexco",13011,0.705,"ALTO"
"Hidalgo",13,"Atotonilco de Tula",13012,0.716,"ALTO"
"Hidalgo",13,"Atotonilco el Grande",13013,0.766,"ALTO"
"Hidalgo",13,"Calnali",13014,0.701,"ALTO"
"Hidalgo",13,"Cardonal",13015,0.729,"ALTO"
"Hidalgo",13,"Cuautepec de Hinojosa",13016,0.704,"ALTO"
"Hidalgo",13,"Chapantongo",13017,0.716,"ALTO"
"Hidalgo",13,"Chapulhuacán",13018,0.688,"MEDIO"
"Hidalgo",13,"Chilcuautla",13019,0.741,"ALTO"
"Hidalgo",13,"Eloxochitlán",13020,0.7,"MEDIO"
"Hidalgo",13,"Emiliano Zapata",13021,0.762,"ALTO"
"Hidalgo",13,"Epazoyucan",13022,0.743,"ALTO"
"Hidalgo",13,"Francisco I. Madero",13023,0.779,"ALTO"
"Hidalgo",13,"Huasca de Ocampo",13024,0.702,"ALTO"
"Hidalgo",13,"Huautla",13025,0.713,"ALTO"
"Hidalgo",13,"Huazalingo",13026,0.657,"MEDIO"
"Hidalgo",13,"Huehuetla",13027,0.663,"MEDIO"
"Hidalgo",13,"Huejutla de Reyes",13028,0.724,"ALTO"
"Hidalgo",13,"Huichapan",13029,0.737,"ALTO"
"Hidalgo",13,"Ixmiquilpan",13030,0.758,"ALTO"
"Hidalgo",13,"Jacala de Ledezma",13031,0.721,"ALTO"
"Hidalgo",13,"Jaltocán",13032,0.701,"ALTO"
"Hidalgo",13,"Juárez Hidalgo",13033,0.697,"MEDIO"
"Hidalgo",13,"Lolotla",13034,0.68,"MEDIO"
"Hidalgo",13,"Metepec",13035,0.719,"ALTO"
"Hidalgo",13,"San Agustín Metzquititlán",13036,0.717,"ALTO"
"Hidalgo",13,"Metztitlán",13037,0.709,"ALTO"
"Hidalgo",13,"Mineral del Chico",13038,0.736,"ALTO"
"Hidalgo",13,"Mineral del Monte",13039,0.758,"ALTO"
"Hidalgo",13,"La Misión",13040,0.659,"MEDIO"
"Hidalgo",13,"Mixquiahuala de Juárez",13041,0.765,"ALTO"
"Hidalgo",13,"Molango de Escamilla",13042,0.736,"ALTO"
"Hidalgo",13,"Nicolás Flores",13043,0.696,"MEDIO"
"Hidalgo",13,"Nopala de Villagrán",13044,0.718,"ALTO"
"Hidalgo",13,"Omitlán de Juárez",13045,0.731,"ALTO"
"Hidalgo",13,"San Felipe Orizatlán",13046,0.688,"MEDIO"
"Hidalgo",13,"Pacula",13047,0.677,"MEDIO"
"Hidalgo",13,"Pachuca de Soto",13048,0.817,"MUY ALTO"
"Hidalgo",13,"Pisaflores",13049,0.671,"MEDIO"
"Hidalgo",13,"Progreso de Obregón",13050,0.783,"ALTO"
"Hidalgo",13,"Mineral de la Reforma",13051,0.836,"MUY ALTO"
"Hidalgo",13,"San Agustín Tlaxiaca",13052,0.756,"ALTO"
"Hidalgo",13,"San Bartolo Tutotepec",13053,0.676,"MEDIO"
"Hidalgo",13,"San Salvador",13054,0.764,"ALTO"
"Hidalgo",13,"Santiago de Anaya",13055,0.741,"ALTO"
"Hidalgo",13,"Santiago Tulantepec de Lugo Guerrero",13056,0.751,"ALTO"
"Hidalgo",13,"Singuilucan",13057,0.71,"ALTO"
"Hidalgo",13,"Tasquillo",13058,0.736,"ALTO"
"Hidalgo",13,"Tecozautla",13059,0.717,"ALTO"
"Hidalgo",13,"Tenango de Doria",13060,0.697,"MEDIO"
"Hidalgo",13,"Tepeapulco",13061,0.787,"ALTO"
"Hidalgo",13,"Tepehuacán de Guerrero",13062,0.631,"MEDIO"
"Hidalgo",13,"Tepeji del Río de Ocampo",13063,0.756,"ALTO"
"Hidalgo",13,"Tepetitlán",13064,0.723,"ALTO"
"Hidalgo",13,"Tetepango",13065,0.738,"ALTO"
"Hidalgo",13,"Villa de Tezontepec",13066,0.741,"ALTO"
"Hidalgo",13,"Tezontepec de Aldama",13067,0.743,"ALTO"
"Hidalgo",13,"Tianguistengo",13068,0.645,"MEDIO"
"Hidalgo",13,"Tizayuca",13069,0.78,"ALTO"
"Hidalgo",13,"Tlahuelilpan",13070,0.76,"ALTO"
"Hidalgo",13,"Tlahuiltepa",13071,0.648,"MEDIO"
"Hidalgo",13,"Tlanalapa",13072,0.78,"ALTO"
"Hidalgo",13,"Tlanchinol",13073,0.665,"MEDIO"
"Hidalgo",13,"Tlaxcoapan",13074,0.755,"ALTO"
"Hidalgo",13,"Tolcayuca",13075,0.745,"ALTO"
"Hidalgo",13,"Tula de Allende",13076,0.779,"ALTO"
"Hidalgo",13,"Tulancingo de Bravo",13077,0.771,"ALTO"
"Hidalgo",13,"Xochiatipan",13078,0.628,"MEDIO"
"Hidalgo",13,"Xochicoatlán",13079,0.726,"ALTO"
"Hidalgo",13,"Yahualica",13080,0.665,"MEDIO"
"Hidalgo",13,"Zacualtipán de Ángeles",13081,0.742,"ALTO"
"Hidalgo",13,"Zapotlán de Juárez",13082,0.752,"ALTO"
"Hidalgo",13,"Zempoala",13083,0.791,"ALTO"
"Hidalgo",13,"Zimapán",13084,0.753,"ALTO"
"Jalisco",14,"Acatic",14001,0.712,"ALTO"
"Jalisco",14,"Acatlán de Juárez",14002,0.76,"ALTO"
"Jalisco",14,"Ahualulco de Mercado",14003,0.771,"ALTO"
"Jalisco",14,"Amacueca",14004,0.703,"ALTO"
"Jalisco",14,"Amatitán",14005,0.733,"ALTO"
"Jalisco",14,"Ameca",14006,0.734,"ALTO"
"Jalisco",14,"San Juanito de Escobedo",14007,0.752,"ALTO"
"Jalisco",14,"Arandas",14008,0.728,"ALTO"
"Jalisco",14,"El Arenal",14009,0.756,"ALTO"
"Jalisco",14,"Atemajac de Brizuela",14010,0.68,"MEDIO"
"Jalisco",14,"Atengo",14011,0.711,"ALTO"
"Jalisco",14,"Atenguillo",14012,0.751,"ALTO"
"Jalisco",14,"Atotonilco el Alto",14013,0.718,"ALTO"
"Jalisco",14,"Atoyac",14014,0.715,"ALTO"
"Jalisco",14,"Autlán de Navarro",14015,0.763,"ALTO"
"Jalisco",14,"Ayotlán",14016,0.695,"MEDIO"
"Jalisco",14,"Ayutla",14017,0.73,"ALTO"
"Jalisco",14,"La Barca",14018,0.737,"ALTO"
"Jalisco",14,"Bolaños",14019,0.654,"MEDIO"
"Jalisco",14,"Cabo Corrientes",14020,0.693,"MEDIO"
"Jalisco",14,"Casimiro Castillo",14021,0.716,"ALTO"
"Jalisco",14,"Cihuatlán",14022,0.735,"ALTO"
"Jalisco",14,"Zapotlán el Grande",14023,0.809,"MUY ALTO"
"Jalisco",14,"Cocula",14024,0.717,"ALTO"
"Jalisco",14,"Colotlán",14025,0.765,"ALTO"
"Jalisco",14,"Concepción de Buenos Aires",14026,0.703,"ALTO"
"Jalisco",14,"Cuautitlán de García Barragán",14027,0.679,"MEDIO"
"Jalisco",14,"Cuautla",14028,0.706,"ALTO"
"Jalisco",14,"Cuquío",14029,0.694,"MEDIO"
"Jalisco",14,"Chapala",14030,0.757,"ALTO"
"Jalisco",14,"Chimaltitán",14031,0.659,"MEDIO"
"Jalisco",14,"Chiquilistlán",14032,0.69,"MEDIO"
"Jalisco",14,"Degollado",14033,0.682,"MEDIO"
"Jalisco",14,"Ejutla",14034,0.733,"ALTO"
"Jalisco",14,"Encarnación de Díaz",14035,0.705,"ALTO"
"Jalisco",14,"Etzatlán",14036,0.767,"ALTO"
"Jalisco",14,"El Grullo",14037,0.734,"ALTO"
"Jalisco",14,"Guachinango",14038,0.713,"ALTO"
"Jalisco",14,"Guadalajara",14039,0.815,"MUY ALTO"
"Jalisco",14,"Hostotipaquillo",14040,0.678,"MEDIO"
"Jalisco",14,"Huejúcar",14041,0.727,"ALTO"
"Jalisco",14,"Huejuquilla el Alto",14042,0.712,"ALTO"
"Jalisco",14,"La Huerta",14043,0.709,"ALTO"
"Jalisco",14,"Ixtlahuacán de los Membrillos",14044,0.721,"ALTO"
"Jalisco",14,"Ixtlahuacán del Río",14045,0.708,"ALTO"
"Jalisco",14,"Jalostotitlán",14046,0.718,"ALTO"
"Jalisco",14,"Jamay",14047,0.726,"ALTO"
"Jalisco",14,"Jesús María",14048,0.66,"MEDIO"
"Jalisco",14,"Jilotlán de los Dolores",14049,0.652,"MEDIO"
"Jalisco",14,"Jocotepec",14050,0.726,"ALTO"
"Jalisco",14,"Juanacatlán",14051,0.75,"ALTO"
"Jalisco",14,"Juchitlán",14052,0.709,"ALTO"
"Jalisco",14,"Lagos de Moreno",14053,0.731,"ALTO"
"Jalisco",14,"El Limón",14054,0.768,"ALTO"
"Jalisco",14,"Magdalena",14055,0.748,"ALTO"
"Jalisco",14,"Santa María del Oro",14056,0.65,"MEDIO"
"Jalisco",14,"La Manzanilla de la Paz",14057,0.727,"ALTO"
"Jalisco",14,"Mascota",14058,0.687,"MEDIO"
"Jalisco",14,"Mazamitla",14059,0.726,"ALTO"
"Jalisco",14,"Mexticacán",14060,0.687,"MEDIO"
"Jalisco",14,"Mezquitic",14061,0.576,"MEDIO"
"Jalisco",14,"Mixtlán",14062,0.725,"ALTO"
"Jalisco",14,"Ocotlán",14063,0.755,"ALTO"
"Jalisco",14,"Ojuelos de Jalisco",14064,0.691,"MEDIO"
"Jalisco",14,"Pihuamo",14065,0.695,"MEDIO"
"Jalisco",14,"Poncitlán",14066,0.707,"ALTO"
"Jalisco",14,"Puerto Vallarta",14067,0.767,"ALTO"
"Jalisco",14,"Villa Purificación",14068,0.694,"MEDIO"
"Jalisco",14,"Quitupan",14069,0.652,"MEDIO"
"Jalisco",14,"El Salto",14070,0.737,"ALTO"
"Jalisco",14,"San Cristóbal de la Barranca",14071,0.679,"MEDIO"
"Jalisco",14,"San Diego de Alejandría",14072,0.699,"MEDIO"
"Jalisco",14,"San Juan de los Lagos",14073,0.737,"ALTO"
"Jalisco",14,"San Julián",14074,0.719,"ALTO"
"Jalisco",14,"San Marcos",14075,0.754,"ALTO"
"Jalisco",14,"San Martín de Bolaños",14076,0.711,"ALTO"
"Jalisco",14,"San Martín Hidalgo",14077,0.755,"ALTO"
"Jalisco",14,"San Miguel el Alto",14078,0.712,"ALTO"
"Jalisco",14,"Gómez Farías",14079,0.72,"ALTO"
"Jalisco",14,"San Sebastián del Oeste",14080,0.7,"MEDIO"
"Jalisco",14,"Santa María de los Ángeles",14081,0.688,"MEDIO"
"Jalisco",14,"Sayula",14082,0.75,"ALTO"
"Jalisco",14,"Tala",14083,0.74,"ALTO"
"Jalisco",14,"Talpa de Allende",14084,0.722,"ALTO"
"Jalisco",14,"Tamazula de Gordiano",14085,0.739,"ALTO"
"Jalisco",14,"Tapalpa",14086,0.681,"MEDIO"
"Jalisco",14,"Tecalitlán",14087,0.713,"ALTO"
"Jalisco",14,"Tecolotlán",14088,0.737,"ALTO"
"Jalisco",14,"Techaluta de Montenegro",14089,0.735,"ALTO"
"Jalisco",14,"Tenamaxtlán",14090,0.745,"ALTO"
"Jalisco",14,"Teocaltiche",14091,0.712,"ALTO"
"Jalisco",14,"Teocuitatlán de Corona",14092,0.708,"ALTO"
"Jalisco",14,"Tepatitlán de Morelos",14093,0.762,"ALTO"
"Jalisco",14,"Tequila",14094,0.751,"ALTO"
"Jalisco",14,"Teuchitlán",14095,0.771,"ALTO"
"Jalisco",14,"Tizapán el Alto",14096,0.688,"MEDIO"
"Jalisco",14,"Tlajomulco de Zúñiga",14097,0.769,"ALTO"
"Jalisco",14,"Tlaquepaque",14098,0.792,"ALTO"
"Jalisco",14,"Tolimán",14099,0.703,"ALTO"
"Jalisco",14,"Tomatlán",14100,0.706,"ALTO"
"Jalisco",14,"Tonalá",14101,0.765,"ALTO"
"Jalisco",14,"Tonaya",14102,0.734,"ALTO"
"Jalisco",14,"Tonila",14103,0.757,"ALTO"
"Jalisco",14,"Totatiche",14104,0.738,"ALTO"
"Jalisco",14,"Tototlán",14105,0.703,"ALTO"
"Jalisco",14,"Tuxcacuesco",14106,0.706,"ALTO"
"Jalisco",14,"Tuxcueca",14107,0.71,"ALTO"
"Jalisco",14,"Tuxpan",14108,0.757,"ALTO"
"Jalisco",14,"Unión de San Antonio",14109,0.703,"ALTO"
"Jalisco",14,"Unión de Tula",14110,0.757,"ALTO"
"Jalisco",14,"Valle de Guadalupe",14111,0.728,"ALTO"
"Jalisco",14,"Valle de Juárez",14112,0.692,"MEDIO"
"Jalisco",14,"San Gabriel",14113,0.638,"MEDIO"
"Jalisco",14,"Villa Corona",14114,0.724,"ALTO"
"Jalisco",14,"Villa Guerrero",14115,0.714,"ALTO"
"Jalisco",14,"Villa Hidalgo",14116,0.722,"ALTO"
"Jalisco",14,"Cañadas de Obregón",14117,0.7,"MEDIO"
"Jalisco",14,"Yahualica de González Gallo",14118,0.705,"ALTO"
"Jalisco",14,"Zacoalco de Torres",14119,0.724,"ALTO"
"Jalisco",14,"Zapopan",14120,0.823,"MUY ALTO"
"Jalisco",14,"Zapotiltic",14121,0.76,"ALTO"
"Jalisco",14,"Zapotitlán de Vadillo",14122,0.727,"ALTO"
"Jalisco",14,"Zapotlán del Rey",14123,0.685,"MEDIO"
"Jalisco",14,"Zapotlanejo",14124,0.723,"ALTO"
"Jalisco",14,"San Ignacio Cerro Gordo",14125,0.685,"MEDIO"
"México",15,"Acambay",15001,0.689,"MEDIO"
"México",15,"Acolman",15002,0.743,"ALTO"
"México",15,"Aculco",15003,0.671,"MEDIO"
"México",15,"Almoloya de Alquisiras",15004,0.674,"MEDIO"
"México",15,"Almoloya de Juárez",15005,0.696,"MEDIO"
"México",15,"Almoloya del Río",15006,0.744,"ALTO"
"México",15,"Amanalco",15007,0.665,"MEDIO"
"México",15,"Amatepec",15008,0.7,"MEDIO"
"México",15,"Amecameca",15009,0.737,"ALTO"
"México",15,"Apaxco",15010,0.759,"ALTO"
"México",15,"Atenco",15011,0.731,"ALTO"
"México",15,"Atizapán",15012,0.712,"ALTO"
"México",15,"Atizapán de Zaragoza",15013,0.787,"ALTO"
"México",15,"Atlacomulco",15014,0.708,"ALTO"
"México",15,"Atlautla",15015,0.719,"ALTO"
"México",15,"Axapusco",15016,0.732,"ALTO"
"México",15,"Ayapango",15017,0.746,"ALTO"
"México",15,"Calimaya",15018,0.752,"ALTO"
"México",15,"Capulhuac",15019,0.746,"ALTO"
"México",15,"Coacalco de Berriozábal",15020,0.799,"ALTO"
"México",15,"Coatepec Harinas",15021,0.686,"MEDIO"
"México",15,"Cocotitlán",15022,0.75,"ALTO"
"México",15,"Coyotepec",15023,0.738,"ALTO"
"México",15,"Cuautitlán",15024,0.776,"ALTO"
"México",15,"Chalco",15025,0.741,"ALTO"
"México",15,"Chapa de Mota",15026,0.697,"MEDIO"
"México",15,"Chapultepec",15027,0.768,"ALTO"
"México",15,"Chiautla",15028,0.766,"ALTO"
"México",15,"Chicoloapan",15029,0.752,"ALTO"
"México",15,"Chiconcuac",15030,0.759,"ALTO"
"México",15,"Chimalhuacán",15031,0.715,"ALTO"
"México",15,"Donato Guerra",15032,0.651,"MEDIO"
"México",15,"Ecatepec de Morelos",15033,0.78,"ALTO"
"México",15,"Ecatzingo",15034,0.727,"ALTO"
"México",15,"Huehuetoca",15035,0.736,"ALTO"
"México",15,"Hueypoxtla",15036,0.722,"ALTO"
"México",15,"Huixquilucan",15037,0.778,"ALTO"
"México",15,"Isidro Fabela",15038,0.75,"ALTO"
"México",15,"Ixtapaluca",15039,0.738,"ALTO"
"México",15,"Ixtapan de la Sal",15040,0.745,"ALTO"
"México",15,"Ixtapan del Oro",15041,0.619,"MEDIO"
"México",15,"Ixtlahuaca",15042,0.7,"MEDIO"
"México",15,"Xalatlaco",15043,0.698,"MEDIO"
"México",15,"Jaltenco",15044,0.746,"ALTO"
"México",15,"Jilotepec",15045,0.755,"ALTO"
"México",15,"Jilotzingo",15046,0.736,"ALTO"
"México",15,"Jiquipilco",15047,0.693,"MEDIO"
"México",15,"Jocotitlán",15048,0.754,"ALTO"
"México",15,"Joquicingo",15049,0.718,"ALTO"
"México",15,"Juchitepec",15050,0.72,"ALTO"
"México",15,"Lerma",15051,0.803,"MUY ALTO"
"México",15,"Malinalco",15052,0.679,"MEDIO"
"México",15,"Melchor Ocampo",15053,0.745,"ALTO"
"México",15,"Metepec",15054,0.821,"MUY ALTO"
"México",15,"Mexicaltzingo",15055,0.767,"ALTO"
"México",15,"Morelos",15056,0.684,"MEDIO"
"México",15,"Naucalpan de Juárez",15057,0.777,"ALTO"
"México",15,"Nezahualcóyotl",15058,0.78,"ALTO"
"México",15,"Nextlalpan",15059,0.735,"ALTO"
"México",15,"Nicolás Romero",15060,0.762,"ALTO"
"México",15,"Nopaltepec",15061,0.735,"ALTO"
"México",15,"Ocoyoacac",15062,0.776,"ALTO"
"México",15,"Ocuilan",15063,0.698,"MEDIO"
"México",15,"El Oro",15064,0.708,"ALTO"
"México",15,"Otumba",15065,0.731,"ALTO"
"México",15,"Otzoloapan",15066,0.682,"MEDIO"
"México",15,"Otzolotepec",15067,0.717,"ALTO"
"México",15,"Ozumba",15068,0.722,"ALTO"
"México",15,"Papalotla",15069,0.788,"ALTO"
"México",15,"La Paz",15070,0.728,"ALTO"
"México",15,"Polotitlán",15071,0.719,"ALTO"
"México",15,"Rayón",15072,0.765,"ALTO"
"México",15,"San Antonio la Isla",15073,0.771,"ALTO"
"México",15,"San Felipe del Progreso",15074,0.656,"MEDIO"
"México",15,"San Martín de las Pirámides",15075,0.753,"ALTO"
"México",15,"San Mateo Atenco",15076,0.753,"ALTO"
"México",15,"San Simón de Guerrero",15077,0.709,"ALTO"
"México",15,"Santo Tomás",15078,0.697,"MEDIO"
"México",15,"Soyaniquilpan de Juárez",15079,0.743,"ALTO"
"México",15,"Sultepec",15080,0.658,"MEDIO"
"México",15,"Tecámac",15081,0.784,"ALTO"
"México",15,"Tejupilco",15082,0.704,"ALTO"
"México",15,"Temamatla",15083,0.729,"ALTO"
"México",15,"Temascalapa",15084,0.736,"ALTO"
"México",15,"Temascalcingo",15085,0.688,"MEDIO"
"México",15,"Temascaltepec",15086,0.685,"MEDIO"
"México",15,"Temoaya",15087,0.679,"MEDIO"
"México",15,"Tenancingo",15088,0.709,"ALTO"
"México",15,"Tenango del Aire",15089,0.731,"ALTO"
"México",15,"Tenango del Valle",15090,0.709,"ALTO"
"México",15,"Teoloyucan",15091,0.756,"ALTO"
"México",15,"Teotihuacán",15092,0.765,"ALTO"
"México",15,"Tepetlaoxtoc",15093,0.749,"ALTO"
"México",15,"Tepetlixpa",15094,0.716,"ALTO"
"México",15,"Tepotzotlán",15095,0.741,"ALTO"
"México",15,"Tequixquiac",15096,0.749,"ALTO"
"México",15,"Texcaltitlán",15097,0.682,"MEDIO"
"México",15,"Texcalyacac",15098,0.745,"ALTO"
"México",15,"Texcoco",15099,0.753,"ALTO"
