"Estado","Clave Estado","Municipio","Clave Municipio","Valor","Clasificacion"
"Tlaxcala",29,"San Lucas Tecopilco",29055,0.725,"ALTO"
"Tlaxcala",29,"Santa Ana Nopalucan",29056,0.705,"ALTO"
"Tlaxcala",29,"Santa Apolonia Teacalco",29057,0.763,"ALTO"
"Tlaxcala",29,"Santa Catarina Ayometla",29058,0.729,"ALTO"
"Tlaxcala",29,"Santa Cruz Quilehtla",29059,0.684,"MEDIO"
"Tlaxcala",29,"Santa Isabel Xiloxoxtla",29060,0.708,"ALTO"
"Veracruz",30,"Acajete",30001,0.66,"MEDIO"
"Veracruz",30,"Acatlán",30002,0.701,"ALTO"
"Veracruz",30,"Acayucan",30003,0.736,"ALTO"
"Veracruz",30,"Actopan",30004,0.708,"ALTO"
"Veracruz",30,"Acula",30005,0.683,"MEDIO"
"Veracruz",30,"Acultzingo",30006,0.666,"MEDIO"
"Veracruz",30,"Camarón de Tejeda",30007,0.609,"MEDIO"
"Veracruz",30,"Alpatláhuac",30008,0.642,"MEDIO"
"Veracruz",30,"Alto Lucero de Gutiérrez Barrios",30009,0.696,"MEDIO"
"Veracruz",30,"Altotonga",30010,0.63,"MEDIO"
"Veracruz",30,"Alvarado",30011,0.8,"ALTO"
"Veracruz",30,"Amatitlán",30012,0.684,"MEDIO"
"Veracruz",30,"Naranjos Amatlán",30013,0.768,"ALTO"
"Veracruz",30,"Amatlán de los Reyes",30014,0.731,"ALTO"
"Veracruz",30,"Angel R. Cabada",30015,0.698,"MEDIO"
"Veracruz",30,"La Antigua",30016,0.748,"ALTO"
"Veracruz",30,"Apazapan",30017,0.728,"ALTO"
"Veracruz",30,"Aquila",30018,0.548,"BAJO"
"Veracruz",30,"Astacinga",30019,0.558,"MEDIO"
"Veracruz",30,"Atlahuilco",30020,0.554,"MEDIO"
"Veracruz",30,"Atoyac",30021,0.728,"ALTO"
"Veracruz",30,"Atzacan",30022,0.663,"MEDIO"
"Veracruz",30,"Atzalan",30023,0.621,"MEDIO"
"Veracruz",30,"Tlaltetela",30024,0.641,"MEDIO"
"Veracruz",30,"Ayahualulco",30025,0.564,"MEDIO"
"Veracruz",30,"Banderilla",30026,0.781,"ALTO"
"Veracruz",30,"Benito Juárez",30027,0.677,"MEDIO"
"Veracruz",30,"Boca del Río",30028,0.797,"ALTO"
"Veracruz",30,"Calcahualco",30029,0.586,"MEDIO"
"Veracruz",30,"Camerino Z. Mendoza",30030,0.741,"ALTO"
"Veracruz",30,"Carrillo Puerto",30031,0.628,"MEDIO"
"Veracruz",30,"Catemaco",30032,0.674,"MEDIO"
"Veracruz",30,"Cazones de Herrera",30033,0.688,"MEDIO"
"Veracruz",30,"Cerro Azul",30034,0.738,"ALTO"
"Veracruz",30,"Citlaltépetl",30035,0.677,"MEDIO"
"Veracruz",30,"Coacoatzintla",30036,0.663,"MEDIO"
"Veracruz",30,"Coahuitlán",30037,0.615,"MEDIO"
"Veracruz",30,"Coatepec",30038,0.77,"ALTO"
"Veracruz",30,"Coatzacoalcos",30039,0.787,"ALTO"
"Veracruz",30,"Coatzintla",30040,0.774,"ALTO"
"Veracruz",30,"Coetzala",30041,0.667,"MEDIO"
"Veracruz",30,"Colipa",30042,0.671,"MEDIO"
"Veracruz",30,"Comapa",30043,0.61,"MEDIO"
"Veracruz",30,"Córdoba",30044,0.764,"ALTO"
"Veracruz",30,"Cosamaloapan de Carpio",30045,0.734,"ALTO"
"Veracruz",30,"Cosautlán de Carvajal",30046,0.632,"MEDIO"
"Veracruz",30,"Coscomatepec",30047,0.611,"MEDIO"
"Veracruz",30,"Cosoleacaque",30048,0.76,"ALTO"
"Veracruz",30,"Cotaxtla",30049,0.682,"MEDIO"
"Veracruz",30,"Coxquihui",30050,0.638,"MEDIO"
"Veracruz",30,"Coyutla",30051,0.656,"MEDIO"
"Veracruz",30,"Cuichapa",30052,0.705,"ALTO"
"Veracruz",30,"Cuitláhuac",30053,0.713,"ALTO"
"Veracruz",30,"Chacaltianguis",30054,0.677,"MEDIO"
"Veracruz",30,"Chalma",30055,0.704,"ALTO"
"Veracruz",30,"Chiconamel",30056,0.675,"MEDIO"
"Veracruz",30,"Chiconquiaco",30057,0.625,"MEDIO"
"Veracruz",30,"Chicontepec",30058,0.688,"MEDIO"
"Veracruz",30,"Chinameca",30059,0.686,"MEDIO"
"Veracruz",30,"Chinampa de Gorostiza",30060,0.681,"MEDIO"
"Veracruz",30,"Las Choapas",30061,0.69,"MEDIO"
"Veracruz",30,"Chocamán",30062,0.647,"MEDIO"
"Veracruz",30,"Chontla",30063,0.679,"MEDIO"
"Veracruz",30,"Chumatlán",30064,0.651,"MEDIO"
"Veracruz",30,"Emiliano Zapata",30065,0.792,"ALTO"
"Veracruz",30,"Espinal",30066,0.672,"MEDIO"
"Veracruz",30,"Filomeno Mata",30067,0.533,"BAJO"
"Veracruz",30,"Fortín",30068,0.767,"ALTO"
"Veracruz",30,"Gutiérrez Zamora",30069,0.737,"ALTO"
"Veracruz",30,"Hidalgotitlán",30070,0.642,"MEDIO"
"Veracruz",30,"Huatusco",30071,0.721,"ALTO"
"Veracruz",30,"Huayacocotla",30072,0.658,"MEDIO"
"Veracruz",30,"Hueyapan de Ocampo",30073,0.675,"MEDIO"
"Veracruz",30,"Huiloapan de Cuauhtémoc",30074,0.695,"MEDIO"
"Veracruz",30,"Ignacio de la Llave",30075,0.678,"MEDIO"
"Veracruz",30,"Ilamatlán",30076,0.595,"MEDIO"
"Veracruz",30,"Isla",30077,0.68,"MEDIO"
"Veracruz",30,"Ixcatepec",30078,0.699,"MEDIO"
"Veracruz",30,"Ixhuacán de los Reyes",30079,0.624,"MEDIO"
"Veracruz",30,"Ixhuatlán del Café",30080,0.653,"MEDIO"
"Veracruz",30,"Ixhuatlancillo",30081,0.71,"ALTO"
"Veracruz",30,"Ixhuatlán del Sureste",30082,0.687,"MEDIO"
"Veracruz",30,"Ixhuatlán de Madero",30083,0.643,"MEDIO"
"Veracruz",30,"Ixmatlahuacan",30084,0.678,"MEDIO"
"Veracruz",30,"Ixtaczoquitlán",30085,0.754,"ALTO"
"Veracruz",30,"Jalacingo",30086,0.658,"MEDIO"
"Veracruz",30,"Xalapa",30087,0.817,"MUY ALTO"
"Veracruz",30,"Jalcomulco",30088,0.683,"MEDIO"
"Veracruz",30,"Jáltipan",30089,0.74,"ALTO"
"Veracruz",30,"Jamapa",30090,0.704,"ALTO"
"Veracruz",30,"Jesús Carranza",30091,0.664,"MEDIO"
"Veracruz",30,"Xico",30092,0.701,"ALTO"
"Veracruz",30,"Jilotepec",30093,0.704,"ALTO"
"Veracruz",30,"Juan Rodríguez Clara",30094,0.682,"MEDIO"
"Veracruz",30,"Juchique de Ferrer",30095,0.679,"MEDIO"
"Veracruz",30,"Landero y Coss",30096,0.675,"MEDIO"
"Veracruz",30,"Lerdo de Tejada",30097,0.733,"ALTO"
"Veracruz",30,"Magdalena",30098,0.629,"MEDIO"
"Veracruz",30,"Maltrata",30099,0.668,"MEDIO"
"Veracruz",30,"Manlio Fabio Altamirano",30100,0.688,"MEDIO"
"Veracruz",30,"Mariano Escobedo",30101,0.659,"MEDIO"
"Veracruz",30,"Martínez de la Torre",30102,0.74,"ALTO"
"Veracruz",30,"Mecatlán",30103,0.606,"MEDIO"
"Veracruz",30,"Mecayapan",30104,0.633,"MEDIO"
"Veracruz",30,"Medellín",30105,0.755,"ALTO"
"Veracruz",30,"Miahuatlán",30106,0.667,"MEDIO"
"Veracruz",30,"Las Minas",30107,0.565,"MEDIO"
"Veracruz",30,"Minatitlán",30108,0.764,"ALTO"
"Veracruz",30,"Misantla",30109,0.745,"ALTO"
"Veracruz",30,"Mixtla de Altamirano",30110,0.552,"MEDIO"
"Veracruz",30,"Moloacán",30111,0.714,"ALTO"
"Veracruz",30,"Naolinco",30112,0.698,"MEDIO"
"Veracruz",30,"Naranjal",30113,0.68,"MEDIO"
"Veracruz",30,"Nautla",30114,0.718,"ALTO"
"Veracruz",30,"Nogales",30115,0.722,"ALTO"
"Veracruz",30,"Oluta",30116,0.719,"ALTO"
"Veracruz",30,"Omealca",30117,0.685,"MEDIO"
"Veracruz",30,"Orizaba",30118,0.821,"MUY ALTO"
"Veracruz",30,"Otatitlán",30119,0.713,"ALTO"
"Veracruz",30,"Oteapan",30120,0.68,"MEDIO"
"Veracruz",30,"Ozuluama de Mascareñas",30121,0.705,"ALTO"
"Veracruz",30,"Pajapan",30122,0.572,"MEDIO"
"Veracruz",30,"Pánuco",30123,0.729,"ALTO"
"Veracruz",30,"Papantla",30124,0.706,"ALTO"
"Veracruz",30,"Paso del Macho",30125,0.692,"MEDIO"
"Veracruz",30,"Paso de Ovejas",30126,0.709,"ALTO"
"Veracruz",30,"La Perla",30127,0.535,"BAJO"
"Veracruz",30,"Perote",30128,0.694,"MEDIO"
"Veracruz",30,"Platón Sánchez",30129,0.655,"MEDIO"
"Veracruz",30,"Playa Vicente",30130,0.669,"MEDIO"
"Veracruz",30,"Poza Rica de Hidalgo",30131,0.786,"ALTO"
"Veracruz",30,"Las Vigas de Ramírez",30132,0.662,"MEDIO"
"Veracruz",30,"Pueblo Viejo",30133,0.729,"ALTO"
"Veracruz",30,"Puente Nacional",30134,0.712,"ALTO"
"Veracruz",30,"Rafael Delgado",30135,0.681,"MEDIO"
"Veracruz",30,"Rafael Lucio",30136,0.715,"ALTO"
"Veracruz",30,"Los Reyes",30137,0.559,"MEDIO"
"Veracruz",30,"Río Blanco",30138,0.791,"ALTO"
"Veracruz",30,"Saltabarranca",30139,0.69,"MEDIO"
"Veracruz",30,"San Andrés Tenejapan",30140,0.639,"MEDIO"
"Veracruz",30,"San Andrés Tuxtla",30141,0.673,"MEDIO"
"Veracruz",30,"San Juan Evangelista",30142,0.678,"MEDIO"
"Veracruz",30,"Santiago Tuxtla",30143,0.641,"MEDIO"
"Veracruz",30,"Sayula de Alemán",30144,0.684,"MEDIO"
"Veracruz",30,"Soconusco",30145,0.724,"ALTO"
"Veracruz",30,"Sochiapa",30146,0.646,"MEDIO"
"Veracruz",30,"Soledad Atzompa",30147,0.569,"MEDIO"
"Veracruz",30,"Soledad de Doblado",30148,0.685,"MEDIO"
"Veracruz",30,"Soteapan",30149,0.602,"MEDIO"
"Veracruz",30,"Tamalín",30150,0.695,"MEDIO"
"Veracruz",30,"Tamiahua",30151,0.641,"MEDIO"
"Veracruz",30,"Tampico Alto",30152,0.671,"MEDIO"
"Veracruz",30,"Tancoco",30153,0.704,"ALTO"
"Veracruz",30,"Tantima",30154,0.667,"MEDIO"
"Veracruz",30,"Tantoyuca",30155,0.699,"MEDIO"
"Veracruz",30,"Tatatila",30156,0.576,"MEDIO"
"Veracruz",30,"Castillo de Teayo",30157,0.691,"MEDIO"
"Veracruz",30,"Tecolutla",30158,0.675,"MEDIO"
"Veracruz",30,"Tehuipango",30159,0.526,"BAJO"
"Veracruz",30,"Álamo Temapache",30160,0.716,"ALTO"
"Veracruz",30,"Tempoal",30161,0.682,"MEDIO"
"Veracruz",30,"Tenampa",30162,0.627,"MEDIO"
"Veracruz",30,"Tenochtitlán",30163,0.644,"MEDIO"
"Veracruz",30,"Teocelo",30164,0.697,"MEDIO"
"Veracruz",30,"Tepatlaxco",30165,0.641,"MEDIO"
"Veracruz",30,"Tepetlán",30166,0.662,"MEDIO"
"Veracruz",30,"Tepetzintla",30167,0.687,"MEDIO"
"Veracruz",30,"Tequila",30168,0.6,"MEDIO"
"Veracruz",30,"José Azueta",30169,0.663,"MEDIO"
"Veracruz",30,"Texcatepec",30170,0.585,"MEDIO"
"Veracruz",30,"Texhuacán",30171,0.611,"MEDIO"
"Veracruz",30,"Texistepec",30172,0.679,"MEDIO"
"Veracruz",30,"Tezonapa",30173,0.661,"MEDIO"
"Veracruz",30,"Tierra Blanca",30174,0.725,"ALTO"
"Veracruz",30,"Tihuatlán",30175,0.717,"ALTO"
"Veracruz",30,"Tlacojalpan",30176,0.683,"MEDIO"
"Veracruz",30,"Tlacolulan",30177,0.645,"MEDIO"
"Veracruz",30,"Tlacotalpan",30178,0.71,"ALTO"
"Veracruz",30,"Tlacotepec de Mejía",30179,0.674,"MEDIO"
"Veracruz",30,"Tlachichilco",30180,0.624,"MEDIO"
"Veracruz",30,"Tlalixcoyan",30181,0.696,"MEDIO"
"Veracruz",30,"Tlalnelhuayocan",30182,0.695,"MEDIO"
"Veracruz",30,"Tlapacoyan",30183,0.696,"MEDIO"
"Veracruz",30,"Tlaquilpa",30184,0.52,"BAJO"
"Veracruz",30,"Tlilapan",30185,0.656,"MEDIO"
"Veracruz",30,"Tomatlán",30186,0.702,"ALTO"
"Veracruz",30,"Tonayán",30187,0.597,"MEDIO"
"Veracruz",30,"Totutla",30188,0.638,"MEDIO"
"Veracruz",30,"Tuxpan",30189,0.767,"ALTO"
"Veracruz",30,"Tuxtilla",30190,0.696,"MEDIO"
"Veracruz",30,"Ursulo Galván",30191,0.747,"ALTO"
"Veracruz",30,"Vega de Alatorre",30192,0.719,"ALTO"
"Veracruz",30,"Veracruz",30193,0.783,"ALTO"
"Veracruz",30,"Villa Aldama",30194,0.599,"MEDIO"
"Veracruz",30,"Xoxocotla",30195,0.607,"MEDIO"
"Veracruz",30,"Yanga",30196,0.719,"ALTO"
"Veracruz",30,"Yecuatla",30197,0.677,"MEDIO"
"Veracruz",30,"Zacualpan",30198,0.618,"MEDIO"
"Veracruz",30,"Zaragoza",30199,0.669,"MEDIO"
"Veracruz",30,"Zentla",30200,0.662,"MEDIO"
"Veracruz",30,"Zongolica",30201,0.647,"MEDIO"
"Veracruz",30,"Zontecomatlán de López y Fuentes",30202,0.601,"MEDIO"
"Veracruz",30,"Zozocolco de Hidalgo",30203,0.635,"MEDIO"
"Veracruz",30,"Agua Dulce",30204,0.762,"ALTO"
"Veracruz",30,"El Higo",30205,0.731,"ALTO"
"Veracruz",30,"Nanchital de Lázaro Cárdenas del Río",30206,0.776,"ALTO"
"Veracruz",30,"Tres Valles",30207,0.702,"ALTO"
"Veracruz",30,"Carlos A. Carrillo",30208,0.725,"ALTO"
"Veracruz",30,"Tatahuicapan de Juárez",30209,0.615,"MEDIO"
"Veracruz",30,"Uxpanapa",30210,0.649,"MEDIO"
"Veracruz",30,"San Rafael",30211,0.712,"ALTO"
"Veracruz",30,"Santiago Sochiapan",30212,0.617,"MEDIO"
"Yucatán",31,"Abalá",31001,0.66,"MEDIO"
"Yucatán",31,"Acanceh",31002,0.734,"ALTO"
"Yucatán",31,"Akil",31003,0.655,"MEDIO"
"Yucatán",31,"Baca",31004,0.747,"ALTO"
"Yucatán",31,"Bokobá",31005,0.707,"ALTO"
"Yucatán",31,"Buctzotz",31006,0.671,"MEDIO"
"Yucatán",31,"Cacalchén",31007,0.707,"ALTO"
"Yucatán",31,"Calotmul",31008,0.673,"MEDIO"
"Yucatán",31,"Cansahcab",31009,0.749,"ALTO"
"Yucatán",31,"Cantamayec",31010,0.615,"MEDIO"
"Yucatán",31,"Celestún",31011,0.648,"MEDIO"
"Yucatán",31,"Cenotillo",31012,0.658,"MEDIO"
"Yucatán",31,"Conkal",31013,0.808,"MUY ALTO"
"Yucatán",31,"Cuncunul",31014,0.658,"MEDIO"
"Yucatán",31,"Cuzamá",31015,0.655,"MEDIO"
"Yucatán",31,"Chacsinkín",31016,0.593,"MEDIO"
"Yucatán",31,"Chankom",31017,0.596,"MEDIO"
"Yucatán",31,"Chapab",31018,0.707,"ALTO"
"Yucatán",31,"Chemax",31019,0.577,"MEDIO"
"Yucatán",31,"Chicxulub Pueblo",31020,0.758,"ALTO"
"Yucatán",31,"Chichimilá",31021,0.616,"MEDIO"
"Yucatán",31,"Chikindzonot",31022,0.578,"MEDIO"
"Yucatán",31,"Chocholá",31023,0.726,"ALTO"
"Yucatán",31,"Chumayel",31024,0.595,"MEDIO"
"Yucatán",31,"Dzán",31025,0.7,"MEDIO"
"Yucatán",31,"Dzemul",31026,0.752,"ALTO"
"Yucatán",31,"Dzidzantún",31027,0.765,"ALTO"
"Yucatán",31,"Dzilam de Bravo",31028,0.726,"ALTO"
"Yucatán",31,"Dzilam González",31029,0.686,"MEDIO"
"Yucatán",31,"Dzitás",31030,0.665,"MEDIO"
"Yucatán",31,"Dzoncauich",31031,0.658,"MEDIO"
"Yucatán",31,"Espita",31032,0.612,"MEDIO"
"Yucatán",31,"Halachó",31033,0.672,"MEDIO"
"Yucatán",31,"Hocabá",31034,0.636,"MEDIO"
"Yucatán",31,"Hoctún",31035,0.686,"MEDIO"
"Yucatán",31,"Homún",31036,0.695,"MEDIO"
"Yucatán",31,"Huhí",31037,0.648,"MEDIO"
"Yucatán",31,"Hunucmá",31038,0.71,"ALTO"
"Yucatán",31,"Ixil",31039,0.735,"ALTO"
"Yucatán",31,"Izamal",31040,0.716,"ALTO"
"Yucatán",31,"Kanasín",31041,0.735,"ALTO"
"Yucatán",31,"Kantunil",31042,0.637,"MEDIO"
"Yucatán",31,"Kaua",31043,0.678,"MEDIO"
"Yucatán",31,"Kinchil",31044,0.702,"ALTO"
"Yucatán",31,"Kopomá",31045,0.703,"ALTO"
"Yucatán",31,"Mama",31046,0.691,"MEDIO"
"Yucatán",31,"Maní",31047,0.697,"MEDIO"
"Yucatán",31,"Maxcanú",31048,0.693,"MEDIO"
"Yucatán",31,"Mayapán",31049,0.541,"BAJO"
"Yucatán",31,"Mérida",31050,0.822,"MUY ALTO"
"Yucatán",31,"Mocochá",31051,0.739,"ALTO"
"Yucatán",31,"Motul",31052,0.738,"ALTO"
"Yucatán",31,"Muna",31053,0.721,"ALTO"
"Yucatán",31,"Muxupip",31054,0.741,"ALTO"
"Yucatán",31,"Opichén",31055,0.67,"MEDIO"
"Yucatán",31,"Oxkutzcab",31056,0.678,"MEDIO"
"Yucatán",31,"Panabá",31057,0.669,"MEDIO"
"Yucatán",31,"Peto",31058,0.649,"MEDIO"
"Yucatán",31,"Progreso",31059,0.767,"ALTO"
"Yucatán",31,"Quintana Roo",31060,0.673,"MEDIO"
"Yucatán",31,"Río Lagartos",31061,0.68,"MEDIO"
"Yucatán",31,"Sacalum",31062,0.683,"MEDIO"
"Yucatán",31,"Samahil",31063,0.708,"ALTO"
"Yucatán",31,"Sanahcat",31064,0.714,"ALTO"
"Yucatán",31,"San Felipe",31065,0.722,"ALTO"
"Yucatán",31,"Santa Elena",31066,0.699,"MEDIO"
"Yucatán",31,"Seyé",31067,0.705,"ALTO"
"Yucatán",31,"Sinanché",31068,0.724,"ALTO"
"Yucatán",31,"Sotuta",31069,0.654,"MEDIO"
"Yucatán",31,"Sucilá",31070,0.709,"ALTO"
"Yucatán",31,"Sudzal",31071,0.672,"MEDIO"
"Yucatán",31,"Suma",31072,0.722,"ALTO"
"Yucatán",31,"Tahdziú",31073,0.555,"MEDIO"
"Yucatán",31,"Tahmek",31074,0.733,"ALTO"
"Yucatán",31,"Teabo",31075,0.62,"MEDIO"
"Yucatán",31,"Tecoh",31076,0.68,"MEDIO"
"Yucatán",31,"Tekal de Venegas",31077,0.678,"MEDIO"
"Yucatán",31,"Tekantó",31078,0.712,"ALTO"
"Yucatán",31,"Tekax",31079,0.687,"MEDIO"
"Yucatán",31,"Tekit",31080,0.667,"MEDIO"
"Yucatán",31,"Tekom",31081,0.652,"MEDIO"
"Yucatán",31,"Telchac Pueblo",31082,0.756,"ALTO"
"Yucatán",31,"Telchac Puerto",31083,0.718,"ALTO"
"Yucatán",31,"Temax",31084,0.702,"ALTO"
"Yucatán",31,"Temozón",31085,0.62,"MEDIO"
"Yucatán",31,"Tepakán",31086,0.695,"MEDIO"
"Yucatán",31,"Tetiz",31087,0.618,"MEDIO"
"Yucatán",31,"Teya",31088,0.664,"MEDIO"
"Yucatán",31,"Ticul",31089,0.731,"ALTO"
"Yucatán",31,"Timucuy",31090,0.65,"MEDIO"
"Yucatán",31,"Tinum",31091,0.651,"MEDIO"
"Yucatán",31,"Tixcacalcupul",31092,0.619,"MEDIO"
"Yucatán",31,"Tixkokob",31093,0.776,"ALTO"
"Yucatán",31,"Tixmehuac",31094,0.601,"MEDIO"
"Yucatán",31,"Tixpéhual",31095,0.754,"ALTO"
"Yucatán",31,"Tizimín",31096,0.686,"MEDIO"
"Yucatán",31,"Tunkás",31097,0.673,"MEDIO"
"Yucatán",31,"Tzucacab",31098,0.661,"MEDIO"
"Yucatán",31,"Uayma",31099,0.611,"MEDIO"
"Yucatán",31,"Ucú",31100,0.731,"ALTO"
"Yucatán",31,"Umán",31101,0.74,"ALTO"
"Yucatán",31,"Valladolid",31102,0.734,"ALTO"
"Yucatán",31,"Xocchel",31103,0.7,"MEDIO"
"Yucatán",31,"Yaxcabá",31104,0.56,"MEDIO"
"Yucatán",31,"Yaxkukul",31105,0.762,"ALTO"
"Yucatán",31,"Yobaín",31106,0.701,"ALTO"
"Zacatecas",32,"Apozol",32001,0.684,"MEDIO"
"Zacatecas",32,"Apulco",32002,0.67,"MEDIO"
"Zacatecas",32,"Atolinga",32003,0.705,"ALTO"
"Zacatecas",32,"Benito Juárez",32004,0.683,"MEDIO"
"Zacatecas",32,"Calera",32005,0.731,"ALTO"
"Zacatecas",32,"Cañitas de Felipe Pescador",32006,0.705,"ALTO"
"Zacatecas",32,"Concepción del Oro",32007,0.736,"ALTO"
"Zacatecas",32,"Cuauhtémoc",32008,0.686,"MEDIO"
"Zacatecas",32,"Chalchihuites",32009,0.701,"ALTO"
"Zacatecas",32,"Fresnillo",32010,0.726,"ALTO"
"Zacatecas",32,"Trinidad García de la Cadena",32011,0.697,"MEDIO"
"Zacatecas",32,"Genaro Codina",32012,0.602,"MEDIO"
"Zacatecas",32,"General Enrique Estrada",32013,0.705,"ALTO"
"Zacatecas",32,"General Francisco R. Murguía",32014,0.674,"MEDIO"
"Zacatecas",32,"El Plateado de Joaquín Amaro",32015,0.67,"MEDIO"
"Zacatecas",32,"General Pánfilo Natera",32016,0.676,"MEDIO"
"Zacatecas",32,"Guadalupe",32017,0.815,"MUY ALTO"
"Zacatecas",32,"Huanusco",32018,0.684,"MEDIO"
"Zacatecas",32,"Jalpa",32019,0.718,"ALTO"
"Zacatecas",32,"Jerez",32020,0.744,"ALTO"
"Zacatecas",32,"Jiménez del Teul",32021,0.646,"MEDIO"
"Zacatecas",32,"Juan Aldama",32022,0.706,"ALTO"
"Zacatecas",32,"Juchipila",32023,0.747,"ALTO"
"Zacatecas",32,"Loreto",32024,0.727,"ALTO"
"Zacatecas",32,"Luis Moya",32025,0.714,"ALTO"
"Zacatecas",32,"Mazapil",32026,0.642,"MEDIO"
"Zacatecas",32,"Melchor Ocampo",32027,0.664,"MEDIO"
"Zacatecas",32,"Mezquital del Oro",32028,0.643,"MEDIO"
"Zacatecas",32,"Miguel Auza",32029,0.678,"MEDIO"
"Zacatecas",32,"Momax",32030,0.673,"MEDIO"
"Zacatecas",32,"Monte Escobedo",32031,0.701,"ALTO"
"Zacatecas",32,"Morelos",32032,0.758,"ALTO"
"Zacatecas",32,"Moyahua de Estrada",32033,0.715,"ALTO"
"Zacatecas",32,"Nochistlán de Mejía",32034,0.733,"ALTO"
"Zacatecas",32,"Noria de Ángeles",32035,0.665,"MEDIO"
"Zacatecas",32,"Ojocaliente",32036,0.696,"MEDIO"
"Zacatecas",32,"Pánuco",32037,0.665,"MEDIO"
"Zacatecas",32,"Pinos",32038,0.677,"MEDIO"
"Zacatecas",32,"Río Grande",32039,0.745,"ALTO"
"Zacatecas",32,"Sain Alto",32040,0.673,"MEDIO"
"Zacatecas",32,"El Salvador",32041,0.619,"MEDIO"
"Zacatecas",32,"Sombrerete",32042,0.727,"ALTO"
"Zacatecas",32,"Susticacán",32043,0.697,"MEDIO"
"Zacatecas",32,"Tabasco",32044,0.681,"MEDIO"
"Zacatecas",32,"Tepechitlán",32045,0.708,"ALTO"
"Zacatecas",32,"Tepetongo",32046,0.653,"MEDIO"
"Zacatecas",32,"Teúl de González Ortega",32047,0.714,"ALTO"
"Zacatecas",32,"Tlaltenango de Sánchez Román",32048,0.734,"ALTO"
"Zacatecas",32,"Valparaíso",32049,0.718,"ALTO"
"Zacatecas",32,"Vetagrande",32050,0.712,"ALTO"
"Zacatecas",32,"Villa de Cos",32051,0.67,"MEDIO"
"Zacatecas",32,"Villa García",32052,0.727,"ALTO"
"Zacatecas",32,"Villa González Ortega",32053,0.694,"MEDIO"
"Zacatecas",32,"Villa Hidalgo",32054,0.656,"MEDIO"
"Zacatecas",32,"Villanueva",32055,0.713,"ALTO"
"Zacatecas",32,"Zacatecas",32056,0.825,"MUY ALTO"
"Zacatecas",32,"Trancoso",32057,0.692,"MEDIO"
"Zacatecas",32,"Santa María de la Paz",32058,0.713,"ALTO"
